,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,y
10,0.046864964,0.9807878,3.876685e-07,0.3260311,1.0,-0.020118408,0.60342866,0.96102005,-0.031705655,0.82102966,0.9515898,-0.04365814,0.99233633,0.986052,-0.05636185,0.5813874,0.60007614,-0.018705402,0.7784712,0.45497844,-0.034003664,0.8972395,0.36852336,-0.04667857,1.0,0.2874053,-0.05635395,0.43927893,0.50523144,-0.022057634,0.5933353,0.3052323,-0.034563668,0.6842411,0.1848942,-0.045228105,0.75725937,0.07880498,-0.053937003,0.2751816,0.46681675,-0.028399967,0.35093045,0.25390348,-0.041997906,0.40132084,0.11780714,-0.05302697,0.4570471,0.0,-0.06132491,0.0955957,0.47771844,-0.037002575,0.040008884,0.28603485,-0.050960284,0.009019075,0.15656239,-0.05821035,0.0,0.033796627,-0.06317926,key_1
11,0.048434913,0.9780041,3.842815e-07,0.33068025,1.0,-0.019586347,0.6111452,0.96201897,-0.030584302,0.830186,0.95347804,-0.04207937,1.0,0.9887637,-0.054246757,0.5895676,0.6015238,-0.017234927,0.7852954,0.4531752,-0.031678744,0.90119594,0.36423427,-0.043607928,0.998925,0.2819872,-0.052755825,0.44508666,0.5057082,-0.020508252,0.59862417,0.3032028,-0.032447677,0.6898651,0.180966,-0.042606942,0.76052314,0.07517044,-0.05076024,0.27988595,0.46653098,-0.026755191,0.35250053,0.2519719,-0.039803628,0.40356672,0.116085574,-0.05049058,0.45916122,0.0,-0.058430806,0.100721486,0.47744834,-0.03525565,0.04424212,0.28717813,-0.048615493,0.011591813,0.15902738,-0.055503838,0.0,0.038803376,-0.060143393,key_1
12,0.06966549,0.9808849,3.6386473e-07,0.3433369,1.0,-0.01930635,0.6168654,0.96232873,-0.030345296,0.83386075,0.9582871,-0.042089544,1.0,0.9968555,-0.054678593,0.5871639,0.60429436,-0.017231582,0.77668643,0.45579365,-0.031854764,0.88641596,0.36541733,-0.04402614,0.9799779,0.28275153,-0.05335668,0.44642243,0.51046807,-0.020797716,0.59159815,0.30568174,-0.032832734,0.67750067,0.18233873,-0.043235347,0.74260515,0.07816788,-0.051530283,0.28464967,0.47312245,-0.02725985,0.3576724,0.25533476,-0.040313195,0.4037275,0.11793644,-0.0513323,0.45505086,0.0,-0.059589457,0.1093843,0.48656532,-0.035932556,0.054824885,0.30072743,-0.049555525,0.017314548,0.17605579,-0.056702685,0.0,0.059172183,-0.061506882,key_1
13,0.08754244,0.9858913,3.5058494e-07,0.35752752,1.0,-0.019716071,0.6215964,0.95845866,-0.031088967,0.83441913,0.9570767,-0.043207247,1.0,0.9987855,-0.056195714,0.5944502,0.6035245,-0.017681804,0.7782471,0.45556536,-0.032637667,0.8860377,0.36617562,-0.045227695,0.9782091,0.28321832,-0.054909166,0.45716116,0.50961906,-0.021247543,0.59370065,0.3049835,-0.033339825,0.6740979,0.18258408,-0.04375694,0.7345283,0.07906447,-0.052079145,0.2976944,0.4730544,-0.027772203,0.36918142,0.25394887,-0.041004863,0.41012737,0.11770204,-0.052069347,0.45620808,0.0,-0.060331024,0.124777645,0.489126,-0.036540963,0.06687697,0.30353057,-0.050380472,0.023767903,0.18114826,-0.057516124,0.0,0.06680801,-0.062272854,key_1
14,0.10659481,0.98943007,3.6549e-07,0.3714274,1.0,-0.019928476,0.6267708,0.956347,-0.031801004,0.83575374,0.9555779,-0.044275865,1.0,0.9965588,-0.0576136,0.5954741,0.6006524,-0.018766968,0.7748186,0.4496752,-0.03392019,0.8789511,0.35738155,-0.04644309,0.96603924,0.27229345,-0.05603427,0.45702952,0.50964934,-0.02243601,0.5914428,0.30304638,-0.03490611,0.6702624,0.17885672,-0.045325823,0.7282104,0.0736907,-0.053574186,0.29731318,0.47693083,-0.029006869,0.36481953,0.25724548,-0.042509113,0.4047399,0.11893258,-0.053411834,0.44937232,0.0,-0.06148257,0.12541899,0.49658957,-0.037805036,0.06254661,0.30923933,-0.05186461,0.020954255,0.18396933,-0.058932457,0.0,0.06607182,-0.063590705,key_1
15,0.14380912,0.994719,3.6427457e-07,0.39694917,1.0,-0.021212382,0.6397738,0.9531084,-0.033881515,0.84031975,0.9517982,-0.04692106,1.0,0.9906756,-0.06098644,0.59482044,0.6044202,-0.022204788,0.76282233,0.44673026,-0.038800333,0.8615105,0.3491562,-0.052081916,0.9455557,0.2592049,-0.062128823,0.45743248,0.5163631,-0.025715666,0.5771441,0.30222026,-0.039602775,0.6462014,0.17288145,-0.05068438,0.6977462,0.063609935,-0.059315987,0.30166832,0.48688325,-0.032081794,0.3570558,0.26593605,-0.046551798,0.3912656,0.1231773,-0.05799935,0.4316052,0.0,-0.06645493,0.13622753,0.5102218,-0.040765602,0.06972387,0.3275998,-0.05542676,0.024425112,0.20486993,-0.06283551,0.0,0.088271104,-0.06779535,key_1
16,0.16931568,0.9944467,3.7508818e-07,0.41369233,1.0,-0.022081362,0.6477061,0.95211667,-0.03511175,0.84433573,0.9479822,-0.048392467,1.0,0.9862888,-0.06277288,0.59637606,0.60175025,-0.023565492,0.7586645,0.43745023,-0.040520158,0.85466015,0.3358793,-0.053989604,0.93700224,0.24197604,-0.06418219,0.45973727,0.51759934,-0.026708454,0.5717439,0.29934183,-0.040851988,0.6369851,0.16559431,-0.05218262,0.6855716,0.051673874,-0.061175708,0.3079797,0.4931478,-0.032725215,0.35070792,0.27305025,-0.047181003,0.37669834,0.12720856,-0.0589601,0.4095188,0.0,-0.06779264,0.14761908,0.52105796,-0.0411818,0.0747799,0.3413493,-0.055786032,0.027076598,0.21986745,-0.063474245,0.0,0.10336433,-0.068795554,key_1
17,0.16496173,0.9972121,3.922237e-07,0.4104282,1.0,-0.022652604,0.645102,0.95080215,-0.036763553,0.84299517,0.9443659,-0.050927777,1.0,0.9811122,-0.06604483,0.59583926,0.60024744,-0.025311459,0.75492203,0.43547004,-0.043209475,0.8495839,0.33149758,-0.05715935,0.9295205,0.23650603,-0.067619786,0.45743695,0.51670945,-0.028511308,0.56389076,0.29323915,-0.04369158,0.62371784,0.15673485,-0.055412266,0.66666293,0.03810908,-0.064493306,0.3058245,0.4952875,-0.034475543,0.34133378,0.27416393,-0.049598966,0.36339942,0.12911922,-0.06090874,0.39270592,0.0,-0.06920683,0.14862783,0.526611,-0.042905588,0.07083181,0.3472144,-0.057567343,0.025113953,0.22573778,-0.06478581,0.0,0.10785514,-0.06962705,key_1
18,0.101319686,0.9970563,4.2486636e-07,0.36689815,1.0,-0.022512218,0.6217576,0.95667785,-0.037150905,0.834019,0.9472307,-0.051757377,1.0,0.9757991,-0.06718913,0.5658613,0.6054147,-0.02583609,0.74157894,0.44480565,-0.04432897,0.84909105,0.34317172,-0.058620833,0.9389166,0.24832214,-0.06906225,0.42685845,0.5199037,-0.029170025,0.5547357,0.29509726,-0.044879425,0.6311153,0.15828408,-0.056827348,0.6865997,0.038002495,-0.06601424,0.27173957,0.49461085,-0.035245087,0.31677845,0.27075064,-0.05078315,0.35146523,0.12663224,-0.061846063,0.3892551,0.0,-0.06965974,0.10755798,0.51923823,-0.043727163,0.045318145,0.32946855,-0.05803467,0.01380875,0.20209959,-0.06459978,0.0,0.08124104,-0.06894212,key_1
19,0.054934394,0.9962256,4.3958644e-07,0.33786556,1.0,-0.022189114,0.6084049,0.9581062,-0.036517218,0.829356,0.9500593,-0.05074392,1.0,0.97882867,-0.065704666,0.55232644,0.60571915,-0.025237888,0.73701876,0.44830596,-0.04359301,0.8534943,0.3509776,-0.057841875,0.95035756,0.26080558,-0.068298295,0.40935287,0.52240705,-0.028775053,0.5456352,0.30189764,-0.044591464,0.63157016,0.16759801,-0.056873016,0.69356155,0.048755098,-0.06618572,0.2490897,0.49881774,-0.035016917,0.3076122,0.27851298,-0.0510226,0.34738404,0.13152088,-0.062865146,0.38606,0.0,-0.07109293,0.07878482,0.5242816,-0.043516703,0.032239366,0.33873433,-0.058558743,0.008196346,0.21288733,-0.06574656,0.0,0.092706695,-0.07037102,key_1
20,0.035642102,0.99450177,4.6262156e-07,0.3224144,1.0,-0.022915633,0.598286,0.96201104,-0.03766258,0.8245597,0.95861393,-0.052306954,1.0,0.9875419,-0.06768717,0.54951435,0.6054153,-0.02494437,0.7413234,0.44884434,-0.043512944,0.8597889,0.35329813,-0.05810247,0.9574031,0.26373872,-0.06882844,0.40366265,0.52121353,-0.028439641,0.54425484,0.30576104,-0.04450366,0.6337292,0.1724382,-0.057299793,0.6992918,0.053906363,-0.06698423,0.23807853,0.49523932,-0.034822136,0.30481043,0.27666834,-0.051108807,0.34853387,0.13094907,-0.06329441,0.39291805,0.0,-0.07172395,0.062099505,0.5173229,-0.04354237,0.022176223,0.3326725,-0.058977846,0.002335464,0.20810086,-0.06649087,0.0,0.08889672,-0.07125691,key_1
21,0.01658251,0.9893662,4.6755665e-07,0.30842444,1.0,-0.023914993,0.5888021,0.9662348,-0.03935267,0.8196772,0.9667508,-0.0545884,1.0,0.99788225,-0.07059214,0.5432253,0.60599905,-0.026557289,0.7420917,0.45046955,-0.045969464,0.8660374,0.35310167,-0.061108384,0.96953875,0.26185596,-0.07219543,0.39611322,0.51952124,-0.03001341,0.54288805,0.30082884,-0.046965625,0.63694376,0.16545454,-0.060412705,0.7078383,0.042992704,-0.07057128,0.2291662,0.49303186,-0.036387805,0.2994458,0.2759085,-0.053612493,0.3494177,0.13106704,-0.066111,0.39896774,0.0,-0.07465875,0.052566007,0.51437145,-0.04518655,0.015312662,0.32571808,-0.06127487,0.0,0.1966472,-0.06889753,0.0015413128,0.072847754,-0.07374181,key_1
22,0.0,0.96039474,4.861085e-07,0.29125655,0.97845036,-0.024742803,0.5754054,0.95571053,-0.04112359,0.81333286,0.9669685,-0.057249196,1.0,1.0,-0.074250154,0.5433867,0.6028386,-0.02819216,0.74769485,0.4537403,-0.048904773,0.87734926,0.359806,-0.06488671,0.98698676,0.2726923,-0.07630093,0.39821893,0.51306295,-0.03143233,0.55784285,0.30164722,-0.04938836,0.6592699,0.16761874,-0.063376084,0.73698163,0.04652056,-0.07379324,0.2300209,0.48185205,-0.037666533,0.3052721,0.26665258,-0.055203732,0.36433017,0.12611368,-0.06747573,0.42590272,0.0,-0.07580943,0.05072696,0.49730045,-0.04644685,0.031024497,0.31139064,-0.062208768,0.029107375,0.18572176,-0.06927596,0.04403446,0.0664215,-0.07374218,key_1
23,0.0,0.9377175,4.8464545e-07,0.28244942,0.9601978,-0.024926174,0.56160957,0.9446371,-0.04163807,0.79522246,0.96448284,-0.057977278,0.97808623,1.0,-0.075178586,0.54297817,0.59460706,-0.029315436,0.755267,0.45260724,-0.050392784,0.8877591,0.36188602,-0.066387706,1.0,0.2790029,-0.077726185,0.40265825,0.50404274,-0.0326376,0.57153714,0.29553306,-0.050974164,0.6794542,0.16419084,-0.0648748,0.76392514,0.04791997,-0.0751566,0.23782732,0.47140038,-0.03893505,0.32465747,0.25950122,-0.056940194,0.39376837,0.12112538,-0.06949468,0.46454722,0.0,-0.0779626,0.060407583,0.4857105,-0.047732104,0.04267106,0.3005341,-0.064141035,0.042072643,0.17367595,-0.07156539,0.058287356,0.054645047,-0.07618853,key_1
24,0.0,0.89928967,4.8485947e-07,0.2612969,0.9315935,-0.025225844,0.52163476,0.9239299,-0.042636022,0.73772115,0.9503703,-0.05944885,0.9114538,1.0,-0.07722856,0.53261465,0.5773904,-0.031496793,0.7425896,0.44885388,-0.05355835,0.88108724,0.37061435,-0.07039533,1.0,0.30107632,-0.08221853,0.4042231,0.48470953,-0.03515198,0.57523763,0.2842436,-0.053616,0.6873732,0.16370496,-0.067621,0.77832407,0.059494548,-0.07832863,0.24507691,0.44802797,-0.041820977,0.35386395,0.24520513,-0.060682878,0.43358448,0.11336275,-0.07428479,0.50974923,0.0,-0.083625145,0.06768623,0.4568315,-0.05083599,0.051517367,0.27157766,-0.06853372,0.04737505,0.14412215,-0.07687599,0.057867385,0.023645092,-0.08226811,key_1
25,0.0,0.85581416,4.811427e-07,0.25108415,0.8921974,-0.024652097,0.49561477,0.89669096,-0.043295193,0.6981673,0.93880033,-0.061557703,0.8647231,1.0,-0.081166655,0.52664614,0.56273496,-0.035348035,0.73782873,0.440366,-0.059252992,0.8757976,0.36643386,-0.07732928,1.0,0.2976411,-0.09023568,0.4083609,0.47352597,-0.040583007,0.58477426,0.27957556,-0.06030222,0.7086087,0.16361786,-0.07548556,0.81361055,0.06028002,-0.087502144,0.25270712,0.4392956,-0.04857263,0.36443588,0.24243638,-0.06905188,0.4495481,0.11320145,-0.08442447,0.5307697,0.0,-0.09528627,0.076981485,0.45061627,-0.0587289,0.056118853,0.26350862,-0.078802325,0.044474956,0.13654402,-0.088833384,0.0483623,0.014625916,-0.095545486,key_1
26,0.0,0.8224213,4.8492626e-07,0.24252103,0.8659228,-0.02465552,0.47943094,0.88079125,-0.043744,0.6725318,0.9331321,-0.06240441,0.8319141,1.0,-0.082416125,0.52781516,0.55216,-0.036266044,0.7368855,0.4374142,-0.060753316,0.8748552,0.37108955,-0.07902498,1.0,0.31233552,-0.09199273,0.41539454,0.4661382,-0.041875996,0.5904218,0.27510372,-0.062202733,0.71617025,0.16111504,-0.07765537,0.8232596,0.060811814,-0.089672245,0.264581,0.43601838,-0.050240826,0.37302804,0.242131,-0.07138834,0.46093678,0.1133424,-0.08743861,0.5473639,0.0,-0.09865941,0.09483837,0.45174068,-0.060746647,0.07320648,0.2691726,-0.082000665,0.06145942,0.14392811,-0.09289043,0.06554772,0.023629498,-0.10001003,key_1
27,0.0,0.81453615,4.9318857e-07,0.24011706,0.86184794,-0.026454784,0.47256285,0.8820114,-0.046214465,0.664233,0.93888634,-0.0652239,0.81739897,1.0,-0.08539499,0.52543914,0.55439734,-0.036942523,0.7382562,0.44145614,-0.06094555,0.8762175,0.37436295,-0.07858373,1.0,0.31403765,-0.09112625,0.41425046,0.46678257,-0.04149424,0.58950514,0.28259337,-0.061882906,0.71167916,0.16839732,-0.07682936,0.81389093,0.06766835,-0.0881069,0.2668657,0.4357999,-0.048976317,0.37573087,0.24439232,-0.06992291,0.46442205,0.1142361,-0.08550636,0.5531679,0.0,-0.09625265,0.10177633,0.45253652,-0.05877151,0.082930766,0.27647942,-0.07969186,0.081252456,0.15294291,-0.09041688,0.0977555,0.035558123,-0.09730053,key_1
28,0.0,0.81749064,5.1236617e-07,0.24063289,0.866643,-0.026266648,0.47299492,0.8874398,-0.045647293,0.66399837,0.9422821,-0.064266585,0.8134727,1.0,-0.083996065,0.5281336,0.5581228,-0.036169354,0.7410325,0.44968915,-0.059845213,0.87820536,0.38318473,-0.07753355,1.0,0.32076535,-0.09024458,0.41785422,0.468145,-0.041026283,0.59440166,0.2831789,-0.061169293,0.7180939,0.17116144,-0.07618646,0.82247,0.07015784,-0.08757906,0.27321398,0.43512914,-0.04879406,0.384489,0.24822086,-0.06939799,0.47187266,0.11779392,-0.084579,0.5604953,0.0,-0.095105305,0.11070448,0.44994694,-0.05892369,0.094872765,0.27413246,-0.079113066,0.097087525,0.14864957,-0.089275,0.118784,0.02787126,-0.095886745,key_1
29,0.0,0.815736,5.1721776e-07,0.24189459,0.86415094,-0.02635153,0.4728646,0.885803,-0.045738764,0.6624803,0.94109744,-0.06444178,0.8107018,1.0,-0.084331326,0.525019,0.5560178,-0.036266666,0.7398108,0.44728854,-0.060196795,0.87749434,0.38199592,-0.07821785,1.0,0.32048458,-0.09106938,0.41490194,0.46668229,-0.041160453,0.5919484,0.2839868,-0.061416507,0.7172433,0.17082128,-0.076715454,0.82385516,0.06899124,-0.08835431,0.27027857,0.43294102,-0.04899314,0.38522488,0.24700238,-0.0694981,0.47426838,0.116731554,-0.084887035,0.56410044,0.0,-0.09564526,0.10744838,0.44636366,-0.059223738,0.09094401,0.26964045,-0.07926933,0.09568386,0.1426122,-0.08948648,0.119048506,0.022216065,-0.09618572,key_1
30,0.0,0.8127622,5.2490543e-07,0.24231586,0.86282474,-0.02619213,0.47808337,0.8850485,-0.045435715,0.6669405,0.9405897,-0.06400554,0.8133099,1.0,-0.083673246,0.52501875,0.5559784,-0.03586553,0.73847914,0.44797882,-0.059734758,0.8768721,0.38376543,-0.077558614,1.0,0.32573533,-0.0901822,0.41744995,0.46566468,-0.04058985,0.5960432,0.28763986,-0.060586363,0.7189371,0.17660895,-0.07561114,0.8223095,0.079019815,-0.086962625,0.2756757,0.43078822,-0.048221543,0.39126098,0.24618444,-0.068132244,0.47742367,0.115511596,-0.08317752,0.5648049,0.0,-0.09375876,0.11448646,0.44267243,-0.058272872,0.09847918,0.26971647,-0.07771989,0.10466829,0.14541405,-0.08769346,0.12978186,0.028557153,-0.094202764,key_1
31,0.0,0.8046944,5.3069965e-07,0.23962827,0.8574247,-0.026452113,0.4747034,0.8825232,-0.045734614,0.66216993,0.9401269,-0.064415716,0.80776286,1.0,-0.084188774,0.51979697,0.55315363,-0.03494921,0.7330608,0.44764662,-0.05908595,0.87420124,0.38689965,-0.07727514,1.0,0.33287007,-0.09000422,0.41381496,0.4630191,-0.03955665,0.5955518,0.28592467,-0.059651192,0.71948045,0.17566884,-0.07470324,0.8228781,0.07840032,-0.085946485,0.2738469,0.42677543,-0.047238264,0.39139378,0.24208993,-0.067291915,0.4808735,0.113701075,-0.08217914,0.5716792,0.0,-0.09247987,0.11416539,0.43618217,-0.05741688,0.10379543,0.2636044,-0.07678161,0.11148549,0.14227298,-0.08629065,0.13699557,0.027808525,-0.09240461,key_1
32,0.0,0.8042878,5.3389437e-07,0.23704128,0.8572696,-0.027386548,0.46564132,0.8835011,-0.04764024,0.6542013,0.9415375,-0.06718497,0.8034428,1.0,-0.087789655,0.5211077,0.5552425,-0.036246397,0.73657745,0.45307967,-0.061311305,0.87592727,0.39224896,-0.080037266,1.0,0.3363264,-0.09317012,0.41861483,0.46315143,-0.040712196,0.60634696,0.2891831,-0.06172678,0.72952425,0.1791343,-0.0770585,0.83194005,0.08159851,-0.08850002,0.2792893,0.42547306,-0.04837087,0.3983051,0.24011077,-0.06933148,0.488326,0.112216644,-0.08422394,0.58083534,0.0,-0.094476335,0.119470224,0.433231,-0.05857505,0.11458957,0.2597068,-0.07884139,0.12705122,0.1384384,-0.088579364,0.15841095,0.024590276,-0.09477397,key_1
33,0.0,0.7786462,5.3943194e-07,0.22969383,0.83537847,-0.027375165,0.4547791,0.8669039,-0.04828322,0.6348193,0.92904013,-0.06857778,0.78172284,1.0,-0.090052634,0.52237374,0.54360414,-0.037026316,0.7340583,0.44728518,-0.063233934,0.8738187,0.3891533,-0.08290704,1.0,0.33460885,-0.09674894,0.42327496,0.45172888,-0.042088054,0.6085717,0.28227934,-0.06431586,0.73250306,0.1765804,-0.0805275,0.83794385,0.08094242,-0.09255409,0.28663757,0.41317356,-0.05031633,0.40486217,0.2323964,-0.07265934,0.49681678,0.108416945,-0.08810802,0.5883141,0.0,-0.09837958,0.12976758,0.41752917,-0.061064456,0.13034265,0.2414175,-0.082585454,0.14125118,0.11874278,-0.09275549,0.16744033,0.0028257219,-0.098964125,key_1
